Text,Metric
"RSE workers are currently required to have at least one dose, and will be required to be fully vaccinated from 1 January 2022.“Due to the low risk in these countries, travellers will not need to provide a negative test before leaving or isolate on arrival in New Zealand.“Standard QFT requirements will remain in place – that is, the requirement for passengers to confirm they meet health and eligibility requirements, and to complete Nau Mai Rā.",Long Sentence
"The full list of requirements will be on theUnite Against COVID-19website.“I thank the governments of these countries for their cooperation, which has led to us reaching this positive step in reconnecting our people, and the horticulture industry for the initial successful trial of QFT with Tonga, Samoa and Vanuatu.“The existing quarantine free travel arrangements with the Cook Islands and Niue will be maintained.“The COVID-19 situation continues to evolve rapidly, both here and abroad.",Long Sentence
We need to move quickly to make sure we’re minimising the risks we face in the best way possible.,Long Sentence
"We will, as we always have, step through these changes carefully.“In the meantime, my message to all New Zealanders, whether they are here or abroad, is a very simple one.",Long Sentence
This is what will ensure we can all get back to doing the things we love and seeing those we love.”,Long Sentence
followed,Passive Voice
used,Passive Voice
spent,Passive Voice
introduced,Passive Voice
served,Passive Voice
returned,Passive Voice
put,Passive Voice
introduced,Passive Voice
vaccinated,Passive Voice
changed,Passive Voice
forward,Passive Voice
vaccinated,Passive Voice
picked,Passive Voice
required,Passive Voice
tested,Passive Voice
followed,Passive Voice
carried,Passive Voice
released,Passive Voice
vaccinated,Passive Voice
enabled,Passive Voice
bought,Passive Voice
made,Passive Voice
vaccinated,Passive Voice
bedded,Passive Voice
vaccinated,Passive Voice
used,Passive Voice
updated,Passive Voice
shortened,Passive Voice
covered,Passive Voice
vaccinated,Passive Voice
required,Passive Voice
required,Passive Voice
vaccinated,Passive Voice
led,Passive Voice
vaccinated,Passive Voice
overseas,Complex Word
arrivals,Complex Word
facility,Complex Word
isolation,Complex Word
negative,Complex Word
NovemberExpanded,Complex Word
quarantine,Complex Word
eligible,Complex Word
travellers,Complex Word
Pacific,Complex Word
NovemberPhased,Complex Word
restrictions,Complex Word
isolation,Complex Word
increasingly,Complex Word
vaccinated,Complex Word
overseas,Complex Word
arrivals,Complex Word
Government,Complex Word
restrictions,Complex Word
facility,Complex Word
overseas,Complex Word
arrivals,Complex Word
November,Complex Word
isolation,Complex Word
introduced,Complex Word
today.It,Complex Word
expanding,Complex Word
quarantine,Complex Word
Pacific,Complex Word
Government,Complex Word
carefully,Complex Word
reconnect,Complex Word
Zealanders,Complex Word
restrictions,Complex Word
allowing,Complex Word
restrictions,Complex Word
introduced,Complex Word
every,Complex Word
arrival,Complex Word
returning,Complex Word
vaccinated,Complex Word
international,Complex Word
arrivals,Complex Word
Government,Complex Word
ProtectionFramework,Complex Word
restrictions,Complex Word
vaccinated,Complex Word
requirements,Complex Word
re-openNew,Complex Word
reconnect,Complex Word
international,Complex Word
arrivals,Complex Word
majority,Complex Word
majority,Complex Word
Positive,Complex Word
arrivals,Complex Word
increasingly,Complex Word
positive,Complex Word
addition,Complex Word
vaccination,Complex Word
required,Complex Word
travellers,Complex Word
November.,Complex Word
Arrivals,Complex Word
period,Complex Word
self-isolation,Complex Word
antigen,Complex Word
isolation,Complex Word
evolution,Complex Word
initially,Complex Word
enable,Complex Word
continue,Complex Word
additional,Complex Word
available,Complex Word
international,Complex Word
reconnecting,Complex Word
returnees,Complex Word
vaccinated,Complex Word
additional,Complex Word
enabled,Complex Word
vaccinated,Complex Word
self-isolate,Complex Word
available,Complex Word
increasing,Complex Word
vaccinated,Complex Word
travellers,Complex Word
However,Complex Word
priority,Complex Word
transition,Complex Word
additional,Complex Word
international,Complex Word
arrivals,Complex Word
immediately,Complex Word
entering,Complex Word
community.,Complex Word
Protection,Complex Word
eligible,Complex Word
Zealanders,Complex Word
vaccinated,Complex Word
confidence,Complex Word
allowing,Complex Word
international,Complex Word
arrivals,Complex Word
community.,Complex Word
evaluate,Complex Word
technology,Complex Word
monitor,Complex Word
isolation,Complex Word
compliance,Complex Word
isolation,Complex Word
exemption,Complex Word
exception,Complex Word
isolate,Complex Word
updated,Complex Word
November,Complex Word
self-isolation,Complex Word
period,Complex Word
travellers,Complex Word
days.Expansion,Complex Word
quarantine-free,Complex Word
Pacific,Complex Word
expanding,Complex Word
quarantine,Complex Word
Samoa,Complex Word
Vanuatu,Complex Word
travellers,Complex Word
permanently,Complex Word
exceptions,Complex Word
November.,Complex Word
Travellers,Complex Word
vaccinated,Complex Word
citizens,Complex Word
currently,Complex Word
required,Complex Word
required,Complex Word
vaccinated,Complex Word
January,Complex Word
travellers,Complex Word
negative,Complex Word
isolate,Complex Word
arrival,Complex Word
requirements,Complex Word
requirement,Complex Word
passengers,Complex Word
eligibility,Complex Word
requirements,Complex Word
requirements,Complex Word
governments,Complex Word
cooperation,Complex Word
positive,Complex Word
reconnecting,Complex Word
horticulture,Complex Word
industry,Complex Word
initial,Complex Word
successful,Complex Word
Samoa,Complex Word
Vanuatu.,Complex Word
existing,Complex Word
quarantine,Complex Word
arrangements,Complex Word
situation,Complex Word
continues,Complex Word
rapidly,Complex Word
minimising,Complex Word
possible,Complex Word
carefully.,Complex Word
Zealanders,Complex Word
vaccinated,Complex Word
